video_id,channel_name,komentar,text_clean,predicted_label,label,label_keterangan,predicted_score,title,tanggal,author,komentar_clean,cleaned,stemmed,tokens,token_count,char_count
MkX3K8Vmvas,tanboy kun,Aq mkan sop Janda di Kalimalang...,0,0,0,bukan iklan judol,-0.5344738571511065,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"<a href=""https://www.youtube.com/watch?v=MkX3K8Vmvas&amp;t=113"">1:53</a> diet nasi dikit nya bang bara itu seperti porsi makan besar ku😂",0,0,0,bukan iklan judol,-1.113100645544619,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Bang tips biar ga gampang mencret,0,0,0,bukan iklan judol,-0.6288761045514255,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Masyaallah,kayaknya enaaaaak bangeet,jadi lapeeer..",0,0,0,bukan iklan judol,-0.8334037602868577,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Mantap,0,0,0,bukan iklan judol,-0.1247685237430476,,,,,,,,,
MkX3K8Vmvas,tanboy kun,jadi lapeer gw liatnya,0,0,0,bukan iklan judol,-1.0336138847041496,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"ini beneran enakkkk, tp kolesterol menjerit tiap makan ini 🤣",0,0,0,bukan iklan judol,-0.8123474177937875,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Makin mahal dah😭,0,0,0,bukan iklan judol,-0.5669648382837851,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Cuma bisa nelen ludah😩,0,0,0,bukan iklan judol,-0.861251124658444,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ga pernah ga ngiler😭,0,0,0,bukan iklan judol,-0.4741937067109854,,,,,,,,,
MkX3K8Vmvas,tanboy kun,jadi pgn kerja lg dipt dulu tiap sarapan mkannya ini dr harga msh 45😓 emg seenak ituu,0,0,0,bukan iklan judol,-1.0097416260600234,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Cobain ayam penyet uncle di bintro bang... loe kan katanya suka pedes,0,0,0,bukan iklan judol,-1.0305912919148288,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ngilerrrr😢,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Bagus untuk kontennya,0,0,0,bukan iklan judol,-0.6075427474062043,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Masih yang terbaik ❤𝑮𝑨𝑳𝑨𝑻𝑨𝑴𝑨88❤,0,0,0,bukan iklan judol,-0.6808447051302629,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Biasa beli sop Janda ini 2 porsi dibungkus(pedas &amp; tidak pedas) biar dapet extra kuah, bisa makan buat 2 hari 😅😅😅.<br>Ini 3 porsi dilibas sendiri sekaligus.",0,0,0,bukan iklan judol,-1.3921347759969966,,,,,,,,,
MkX3K8Vmvas,tanboy kun,terkenal seantero bekasi dan kabupaten.. emang enak si cm jgn dateng saat jam makan siang. antri bgt..,0,0,0,bukan iklan judol,-0.4669613685658898,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"harga segitu gw cuma bisa makan hanya sebulan sekali njirr, kalau lebih mahal mah gw pindah haluan",0,0,0,bukan iklan judol,-0.8869775287193373,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Pertama kesitu msh harga 50 terakhir x kstu 55 sekarang dah 60 yah😅,0,0,0,bukan iklan judol,-0.676182594017326,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Lihat MakanNya Uenak Nikmat Buangettt... Jadi Ngiler Nonton Nya 👍🏻😋 sehat Terus AbangNya,, Sukses Selalu",0,0,0,bukan iklan judol,-0.6364945058301824,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ada juga yg bilang sop janda itu Jawa Sunda,0,0,0,bukan iklan judol,-1.7428596629501034,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Inget zaman ngerantau di cikarang,, pernah beli dan enakkkk",0,0,0,bukan iklan judol,-1.0038156246079752,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Bekasi wong tuban hadir , mantab sampe kecikarang , mmng mantab sy jg pernah nyobain pencinta pedes jg , waktu itu 1 porsi masih 50rb , skrg SDH 60, cmn kayak nya selevel Tan boy makan cabe segitu kurang banyak deh &#39; tapi mmng mantab seger dan pedas 👍",0,0,0,bukan iklan judol,-0.9273545066517536,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"ini asli enak bener, 1 porsi bisa bikin kenyang seharian,,,",1,1,1,iklan judol,0.1055270204871436,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Trakhir makan ini pas 2014 hrganya masih 40rban.. Bneran emg enak bgt. Anak2 pt cikarang pasti pernah kesitu. Warungnya jg masih sama ky dulu.. Jd kangen kstu lg,0,0,0,bukan iklan judol,-1.1115657450035252,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Udah pernah nyoba di cikarang enak bgtttt,0,0,0,bukan iklan judol,-0.190533928319577,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Mending Janda atau Perawatan nihh 🗿🙏,0,0,0,bukan iklan judol,-0.909243148541794,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Mangane sakmunu kyok blawong waeee😮,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Selalu nagih anget-anget di tambah pedass mantappp,0,0,0,bukan iklan judol,-0.1190554770471286,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kenapa masakan pedas selalu menjadi juaranya orang indonesia,0,0,0,bukan iklan judol,-0.6940548508844917,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Jadi Kangen Masak Bunda Yang pedesnya luar binasa hehehe,0,0,0,bukan iklan judol,-0.8238155678049235,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kacau si ini pedesnya tapi ngiler juga si liat nya,0,0,0,bukan iklan judol,-1.65412045747222,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Ngiler gue sumpah tamboykun gokil, gue belik sop kebanyakan tulang doang🤣🤣",1,1,1,iklan judol,0.5080094118975425,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Beruntung pas dapet spesial daging lu bang, kl kitamah beli lemak mulu.",0,0,0,bukan iklan judol,-0.7762154297350543,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Sayangi lambung mu nak.,0,0,0,bukan iklan judol,-0.602740359844976,,,,,,,,,
MkX3K8Vmvas,tanboy kun,3 porsi sendiri gue makan disitu 1 porsi berdua ga habis mantap emang bang tanboy,0,0,0,bukan iklan judol,-0.1052522963774948,,,,,,,,,
MkX3K8Vmvas,tanboy kun,yang setuju ke 🔥𝑮𝑨𝑳𝑨𝑻𝑨𝑴𝑨88🔥,0,0,0,bukan iklan judol,-1.151624539272227,,,,,,,,,
MkX3K8Vmvas,tanboy kun,makan sop daging janda enaknya di 🔥𝑮𝑨𝑳𝑨𝑻𝑨𝑴𝑨88🔥,0,0,0,bukan iklan judol,-0.6193312039016312,,,,,,,,,
MkX3K8Vmvas,tanboy kun,keren banget kaya siapa lagi kalo bukan  ❤GALATAMA88 ❤,0,0,0,bukan iklan judol,-0.39329127203449,,,,,,,,,
MkX3K8Vmvas,tanboy kun,baguss banget ya kaya di  ❤GALATAMA88 ❤,0,0,0,bukan iklan judol,-0.3928276856496916,,,,,,,,,
MkX3K8Vmvas,tanboy kun,waduhh gawat ini mah keren banget kaya ❤GALATAMA88 ❤,0,0,0,bukan iklan judol,-0.4477421560230792,,,,,,,,,
MkX3K8Vmvas,tanboy kun,bagus banget nih sama kaya ❤GALATAMA88 ❤,0,0,0,bukan iklan judol,-0.2476659659402511,,,,,,,,,
MkX3K8Vmvas,tanboy kun,cakepn nyooo sama kaya ❤GALATAMA88 ❤,0,0,0,bukan iklan judol,-0.9486731801733908,,,,,,,,,
MkX3K8Vmvas,tanboy kun,yg setuju nyobain tongseng nyambik,0,0,0,bukan iklan judol,-0.9788380613634982,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"INI HP GAK NGOTAK!! Disponsorin langsung sama ♛𝗣𝗦𝗧𝗢𝗧𝗢𝟵𝟵 ♛ , auto jadi sultan mendadak 😭📱🔥",0,0,0,bukan iklan judol,-0.6588910959756158,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Klo inget sop janda cikarang jdi inget dlu kerja di pt cikarang 2017  stiap ada yg perpanjang kontra k ada yg traktir sop janda😂...,0,0,0,bukan iklan judol,-1.3170014806107415,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Orang ini udah membantu bencana di sumatra dan aceh belum,0,0,0,bukan iklan judol,-0.7527454932175324,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Udah pernah 4 kali ke sini emg enak bgt sihh dagingnya empuk parah 👌👌👌,0,0,0,bukan iklan judol,-0.1722321940612157,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Emang bikin ngiler nih SOP janda ini,1,1,1,iklan judol,0.2720716366265852,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Ndeh.. ang yuang...<br>Kampuang ang kanai bencana,,, ang mangonten ka mangonten juo lai...<br>Jalang lah kampuang ang tu,,, tolong lah dunsanak² ang nan kanai bencana...😢",0,0,0,bukan iklan judol,-0.8394754508819984,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Darminya temen ku.. Ini mamahnya.<br>Jualannya gapernah sampe sore atau malem. Karena siang juga suka udah abis. Saking banyak peminatnya,0,0,0,bukan iklan judol,-0.4531345161729201,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ini yg deket lampu merah ps gombong ya?,0,0,0,bukan iklan judol,-1.1506390450319326,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Keluar aja lu di yutub makan kok kayak gitu Engak cocok lu makan begi tuan memang anjay  kau ya,0,0,0,bukan iklan judol,-1.1493171364549035,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kayak orang engak tau makan aja rakus lu,0,0,0,bukan iklan judol,-0.9111341506634169,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kuahnya tipikal masih bisa dinikmati walaupun pedes menurut gue yg udah pernah coba. Enak kok,0,0,0,bukan iklan judol,-0.4290417307808304,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Ini sop terenak di cikarang,blm ada yg ngalahiin",0,0,0,bukan iklan judol,-1.4587393906440236,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Akhirnya Tanboy Kun ke Cikarang juga nyobaom sop janda ibu darmi,0,0,0,bukan iklan judol,-1.115508750397658,,,,,,,,,
MkX3K8Vmvas,tanboy kun,warga bekasiii absen😊,0,0,0,bukan iklan judol,-0.4784528629363289,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Samping kawasan MM2100<br>Di foodcourt kawasan ada sop emak, dekat situ ngga terlalu gurih👍",0,0,0,bukan iklan judol,-0.8976442075166704,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kabita ih🤤🤤,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"disitu ada 2 sop janda, pok darmi sama ibu fahru. nah ciri khas pok darmi pake kalung sama gelang emas beratnya sekilo sendiri. 😂",0,0,0,bukan iklan judol,-1.1588646392880917,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Jadi laper gw bang😢,0,0,0,bukan iklan judol,-1.3995002069993403,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Wahhh....itu emang mantab bang 😊😊😊 1 bungkus bisa buat 3 orang lokasi yang di Cikarang,SOP janda ORI itu",0,0,0,bukan iklan judol,-1.2151280179430204,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Sopnyaa anak² PT di Cikarang😂,0,0,0,bukan iklan judol,-0.5344738571511065,,,,,,,,,
MkX3K8Vmvas,tanboy kun,𝒘𝒊𝒇𝒊𝟒𝒅 𝒏𝒈𝒆𝒈𝒂𝒔 𝒎𝒆𝒏𝒆𝒓𝒖𝒔 𝒄𝒖𝒌𝒌 💥💸 𝒉𝒂𝒕𝒊 𝒈𝒂 𝒌𝒖𝒂𝒕 😭,0,0,0,bukan iklan judol,-0.240263478045044,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Sektikaa gw nelennn liurrrr🥲🥲🥲,0,0,0,bukan iklan judol,-0.3748148102574054,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Cabai rawit kalo direbus bikin perut mules, lebih mudah sakit perut",0,0,0,bukan iklan judol,-0.0264960174722836,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Mkan Mulu donasi dong warga loh lgi kna bncana,0,0,0,bukan iklan judol,-0.5639261579663317,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Langganan aku sm suamii😁,0,0,0,bukan iklan judol,-0.4950036654140993,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Ini enak bnget, rasaya seger berdaging 👍👍👍",0,0,0,bukan iklan judol,-0.8712637489977597,,,,,,,,,
MkX3K8Vmvas,tanboy kun,dikit ya bang ambil nasinya wkwk,0,0,0,bukan iklan judol,-1.183693592056842,,,,,,,,,
MkX3K8Vmvas,tanboy kun,nelan air liur aku tu,0,0,0,bukan iklan judol,-0.5240562696678701,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Yg jual janda gess😂,0,0,0,bukan iklan judol,-1.0351134529943515,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ngiler 🤤🤤,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Mantap bang,0,0,0,bukan iklan judol,-0.7516464500074975,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Ternyata daging sapi, gua kira beneran daging janda",0,0,0,bukan iklan judol,-0.3119559490858308,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Nonton ini sambil makan pop mie😭,0,0,0,bukan iklan judol,-0.9736393069319278,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Huhuy SOP janda 🔥🔥,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"dilain sisi di sini orang padang makan enak, yg disana gatau bisa makan apa engga 🥹",0,0,0,bukan iklan judol,-1.0879685104678904,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Dua hari yg lalu makan sop iga, enak banyak, perkiraan ku minimal Rp 40000, pas bayar Rp 25000. Kayak gimana gitu loh,  kok bisa semurah itu",0,0,0,bukan iklan judol,-0.9451329369566036,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Tanboykun bilang gak terlalu pedes kok aku gak percaya ya 😅,0,0,0,bukan iklan judol,-0.1984287265977217,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Di sentul ada tau,0,0,0,bukan iklan judol,-1.0220891595774653,,,,,,,,,
MkX3K8Vmvas,tanboy kun,itu daging apa kak?,0,0,0,bukan iklan judol,-1.2730017906826523,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Nasi sedikit versi bg tanboy🤣,0,0,0,bukan iklan judol,-0.6553524888047864,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Bara senyam senyum tanda beneran enak banget itu,0,0,0,bukan iklan judol,-0.0665666298292889,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Beli sop janda dsini dari harga 40rb<br>Lupa taun brp,dan sampai sekarang blum nemu yg rasanya seenak ini",0,0,0,bukan iklan judol,-1.2138173815519555,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Cobain sego pecel mbak lastri pondok kelapa bang tanboy,0,0,0,bukan iklan judol,-0.904692426799703,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Bang bantu sumbar,0,0,0,bukan iklan judol,-1.003664852685887,,,,,,,,,
MkX3K8Vmvas,tanboy kun,deket rumah nih,0,0,0,bukan iklan judol,-0.1831796352184169,,,,,,,,,
MkX3K8Vmvas,tanboy kun,salut sama tamboy kun...beberapa porsi di pesan abis...kami yg nnton juga ikut ngiler..<br>bedalah sama yutuber kere ...palingan pesan 1 porsi aja...wkwkwkwkwk 😅😅😅,0,0,0,bukan iklan judol,-0.8978111465833043,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Otw tongseng ibu cawet <a href=""http://www.youtube.com/results?search_query=%23ibu"">#ibu</a> soleh",0,0,0,bukan iklan judol,-0.6863170053313424,,,,,,,,,
MkX3K8Vmvas,tanboy kun,restoran khas orang dewasa tidak di anjurkan untuk anak2,0,0,0,bukan iklan judol,-0.8464106598733567,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Tanpa cabang otentik rasa  pasti,0,0,0,bukan iklan judol,-0.4694887946156245,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Sip,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"ada aja gebrakannya, luar biasa kreatif... keren lah dunia kuliner indonesia",0,0,0,bukan iklan judol,-1.0185201928629508,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Ngiler banget bang,<br>Kalou deket dah q langsung makan di situ",0,0,0,bukan iklan judol,-0.512865807728941,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Saya udah duluan mkn itu SOP janda,nampol rasa nya",0,0,0,bukan iklan judol,-1.1190422878024713,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Coba tongseng kambing Bu Sholeh bang😅😅,0,0,0,bukan iklan judol,-0.7655002722819768,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ngilerr bgttt,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Bang ke Pemalang cobain grombyang,0,0,0,bukan iklan judol,-1.1665200401418256,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Pas liat judul gua langsung bebered mau otw , pasliat vidio ternyata daging iga , g jdi dah berangkat",0,0,0,bukan iklan judol,-0.8394020168901584,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"Termasuk murah sih 60rb semangkok full. Iga nya lumayan bnyk daging nya. Lah di sinih 1porsi murah 20k. Tp iga nya 1 doang itupun ga berdaging, jd cmn mkn tulang 😅",0,0,0,bukan iklan judol,-1.0952591359890953,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"gile ampe dibungkus wkwkwkwkw<br>2013 harganya masih 23rb, anaknya masih gadis, sekarang udah punya cucu :D<br>cepet banget waktu berlalu",0,0,0,bukan iklan judol,-0.5094983640757909,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kan maen ema kita ini..<br>Makin terkenal aja..,0,0,0,bukan iklan judol,-0.6223527752480698,,,,,,,,,
MkX3K8Vmvas,tanboy kun,mami darmi😍,0,0,0,bukan iklan judol,-0.4313401442307692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ngiler mau coba,0,0,0,bukan iklan judol,-0.3901405977430875,,,,,,,,,
MkX3K8Vmvas,tanboy kun,"“Yang lain cuma janji, GELORA4D kasih bukti—gacor tiap hari!”",1,1,1,iklan judol,0.1943837485545772,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Ngiler bgt tolooooong😭😭😭😭,0,0,0,bukan iklan judol,-0.4937440923651137,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Seriusan 60ribu/porsi sebanyak &amp; segede itu dagingnya? ngiler banget...<br>apa khusus youtuber seporsi sebanyak itu?,0,0,0,bukan iklan judol,-0.7449799388348606,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Nasi nya dikit aja yh🗿,0,0,0,bukan iklan judol,-0.935423061119692,,,,,,,,,
MkX3K8Vmvas,tanboy kun,Kangen cikarang.......,0,0,0,bukan iklan judol,-0.4951622301554644,,,,,,,,,
