video_id,channel_name,komentar,label,cleaned,stemmed,tokens,token_count,char_count
MkX3K8Vmvas,tanboy kun,Emang semantep itu sop janda mami darmi,-1,emang semantep itu sop janda mami darmi,emang semantep itu sop janda mami darmi,"['emang', 'semantep', 'itu', 'sop', 'janda', 'mami', 'darmi']",7,39
MkX3K8Vmvas,tanboy kun,"Coba dateng ke tambun selatan, ada makanan sopel(sosis pele) bang pedesnya nampol",-1,coba dateng ke tambun selatan ada makanan sopel sosis pele bang pedesnya nampol,coba dateng ke tambun selatan ada makan sopel sosis pele bang pedesnya nampol,"['coba', 'dateng', 'ke', 'tambun', 'selatan', 'ada', 'makanan', 'sopel', 'sosis', 'pele', 'bang', 'pedesnya', 'nampol']",13,81
MkX3K8Vmvas,tanboy kun,Makan rawit kayak makan sayur,-1,makan rawit kayak makan sayur,makan rawit kayak makan sayur,"['makan', 'rawit', 'kayak', 'makan', 'sayur']",5,29
MkX3K8Vmvas,tanboy kun,anak cikarang hadir😂,-1,anak cikarang hadir,anak cikarang hadir,"['anak', 'cikarang', 'hadir']",3,20
MkX3K8Vmvas,tanboy kun,3mamgkuk sup daging+nasi+gorengan 1piring ini mah BKN diet bang..hehehe,-1,emamgkuk sup daging nasi gorengan ipiring ini mah bkn diet bang hehehe,emamgkuk sup daging nasi goreng ipiring ini mah bkn diet bang hehehe,"['emamgkuk', 'sup', 'daging', 'nasi', 'gorengan', 'ipiring', 'ini', 'mah', 'bkn', 'diet', 'bang', 'hehehe']",12,71
MkX3K8Vmvas,tanboy kun,Ini tan boy kun datang jam berapa yah? Gw yg deket aja kl mau beli sop janda datangnya jam 9 pagi😂,-1,ini tan boy kun datang jam berapa yah gw yg deket aja kl mau beli sop janda datangnya jam 9 pagi,ini tan boy kun datang jam berapa yah gw yg deket aja kl mau beli sop janda datang jam 9 pagi,"['ini', 'tan', 'boy', 'kun', 'datang', 'jam', 'berapa', 'yah', 'gw', 'yg', 'deket', 'aja', 'kl', 'mau', 'beli', 'sop', 'janda', 'datangnya', 'jam', '9', 'pagi']",21,98
MkX3K8Vmvas,tanboy kun,bengkak ba jubur.,-1,bengkak ba jubur,bengkak ba jubur,"['bengkak', 'ba', 'jubur']",3,17
MkX3K8Vmvas,tanboy kun,ada TOG3L cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet 【﻿ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【﻿LAZADATOTO 】🔥🔥,-1,ada togel cambodia taiwan china japan hongkong sydney singapore pools gak ribet cari di google lazadatoto,ada togel cambodia taiwan china japan hongkong sydney singapore pools gak ribet cari di google lazadatoto,"['ada', 'togel', 'cambodia', 'taiwan', 'china', 'japan', 'hongkong', 'sydney', 'singapore', 'pools', 'gak', 'ribet', 'cari', 'di', 'google', 'lazadatoto']",16,117
MkX3K8Vmvas,tanboy kun,"Website gacor, Proses cepat seperti kilat, cuma disitus 【﻿ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【﻿LAZADATOTO 】🔥🔥",-1,website gacor proses cepat seperti kilat cuma disitus cari di google lazadatoto,website gacor proses cepat seperti kilat cuma situs cari di google lazadatoto,"['website', 'gacor', 'proses', 'cepat', 'seperti', 'kilat', 'cuma', 'disitus', 'cari', 'di', 'google', 'lazadatoto']",12,93
MkX3K8Vmvas,tanboy kun,【﻿ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【﻿LAZADATOTO 】🔥🔥 bikin gue selalu stay positif karena gacornya,-1,cari di google lazadatoto bikin gue selalu stay positif karena gacornya,cari di google lazadatoto bikin gue selalu stay positif karena gacornya,"['cari', 'di', 'google', 'lazadatoto', 'bikin', 'gue', 'selalu', 'stay', 'positif', 'karena', 'gacornya']",11,83
MkX3K8Vmvas,tanboy kun,mantep juga main di 【﻿ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【﻿LAZADATOTO 】🔥🔥 barusan wd 3 ikat modal 100 aja,-1,mantep juga main di cari di google lazadatoto barusan wd e ikat modal ioo aja,mantep juga main di cari di google lazadatoto barusan wd e ikat modal ioo aja,"['mantep', 'juga', 'main', 'di', 'cari', 'di', 'google', 'lazadatoto', 'barusan', 'wd', 'e', 'ikat', 'modal', 'ioo', 'aja']",15,89
MkX3K8Vmvas,tanboy kun,Gampang banget merasakan wd di 【﻿ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【﻿LAZADATOTO 】🔥🔥,-1,gampang banget merasakan wd di cari di google lazadatoto,gampang banget rasa wd di cari di google lazadatoto,"['gampang', 'banget', 'merasakan', 'wd', 'di', 'cari', 'di', 'google', 'lazadatoto']",9,68
MkX3K8Vmvas,tanboy kun,gak heran sama 【﻿ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【﻿LAZADATOTO 】🔥🔥 pantesan semua pada betah maen,-1,gak heran sama cari di google lazadatoto pantesan semua pada betah maen,gak heran sama cari di google lazadatoto pantesan semua pada betah maen,"['gak', 'heran', 'sama', 'cari', 'di', 'google', 'lazadatoto', 'pantesan', 'semua', 'pada', 'betah', 'maen']",12,83
MkX3K8Vmvas,tanboy kun,"Kebayang sedep kuah  kaldunya, lumer dagingnya, pedes rawit ijonya bikin flu langsung sembuh dehh",-1,kebayang sedep kuah kaldunya lumer dagingnya pedes rawit ijonya bikin flu langsung sembuh dehh,bayang sedep kuah kaldu lumer daging pedes rawit ijonya bikin flu langsung sembuh dehh,"['kebayang', 'sedep', 'kuah', 'kaldunya', 'lumer', 'dagingnya', 'pedes', 'rawit', 'ijonya', 'bikin', 'flu', 'langsung', 'sembuh', 'dehh']",14,97
MkX3K8Vmvas,tanboy kun,"Dulu sering banget makan di SOP janda Mpok Darmi, mantap banget emang, daging nya gede².",-1,dulu sering banget makan di sop janda mpok darmi mantap banget emang daging nya gede2,dulu sering banget makan di sop janda mpok darmi mantap banget emang daging nya gede2,"['dulu', 'sering', 'banget', 'makan', 'di', 'sop', 'janda', 'mpok', 'darmi', 'mantap', 'banget', 'emang', 'daging', 'nya', 'gede2']",15,88
MkX3K8Vmvas,tanboy kun,"Wah akhirnya  di upload njh,lama banget upload nya bang,  perasaan hampir mau sebulan take video nya.😅",-1,wah akhirnya di upload njh lama banget upload nya bang perasaan hampir mau sebulan take video nya,wah akhir di upload njh lama banget upload nya bang asa hampir mau bulan take video nya,"['wah', 'akhirnya', 'di', 'upload', 'njh', 'lama', 'banget', 'upload', 'nya', 'bang', 'perasaan', 'hampir', 'mau', 'sebulan', 'take', 'video', 'nya']",17,102
MkX3K8Vmvas,tanboy kun,"xprsi ga bisa boong ya,mnikmati bgt ,kynya emang seenak itu krn kynya dya kdang agk ga sadar jg deh klo lg ngvlog,mkan nya bner&quot; ky orng mkan tanpa kamera,lahap bgt ,nntn d jam kunti ngiler bgt ,dsni jg ada sop janda tp ga tau deh cbang nya apa bukan",-1,xprsi ga bisa boong ya mnikmati bgt kynya emang seenak itu krn kynya dya kdang agk ga sadar jg deh klo lg ngvlog mkan nya bner quot ky orng mkan tanpa kamera lahap bgt nntn d jam kunti ngiler bgt dsni jg ada sop janda tp ga tau deh cbang nya apa bukan,xprsi ga bisa boong ya mnikmati bgt kynya emang enak itu krn kynya dya kdang agk ga sadar jg deh klo lg ngvlog mkan nya bner quot ky orng mkan tanpa kamera lahap bgt nntn d jam kunti ngiler bgt dsni jg ada sop janda tp ga tau deh cbang nya apa bukan,"['xprsi', 'ga', 'bisa', 'boong', 'ya', 'mnikmati', 'bgt', 'kynya', 'emang', 'seenak', 'itu', 'krn', 'kynya', 'dya', 'kdang', 'agk', 'ga', 'sadar', 'jg', 'deh', 'klo', 'lg', 'ngvlog', 'mkan', 'nya', 'bner', 'quot', 'ky', 'orng', 'mkan', 'tanpa', 'kamera', 'lahap', 'bgt', 'nntn', 'd', 'jam', 'kunti', 'ngiler', 'bgt', 'dsni', 'jg', 'ada', 'sop', 'janda', 'tp', 'ga', 'tau', 'deh', 'cbang', 'nya', 'apa', 'bukan']",53,255
MkX3K8Vmvas,tanboy kun,Karna disyut aj sebanyak itu..<br>Biasanya sih gitu buat narik pelanggan,-1,karna disyut aj sebanyak itu br biasanya sih gitu buat narik pelanggan,karna disyut aj banyak itu br biasa sih gitu buat narik langgan,"['karna', 'disyut', 'aj', 'sebanyak', 'itu', 'br', 'biasanya', 'sih', 'gitu', 'buat', 'narik', 'pelanggan']",12,72
MkX3K8Vmvas,tanboy kun,Deket bgt ini dari rumah,-1,deket bgt ini dari rumah,deket bgt ini dari rumah,"['deket', 'bgt', 'ini', 'dari', 'rumah']",5,24
MkX3K8Vmvas,tanboy kun,"Menurut ku kurang enak ,sop nya masih ke cium bau amis nya…",-1,menurut ku kurang enak sop nya masih ke cium bau amis nya,turut ku kurang enak sop nya masih ke cium bau amis nya,"['menurut', 'ku', 'kurang', 'enak', 'sop', 'nya', 'masih', 'ke', 'cium', 'bau', 'amis', 'nya']",12,59
MkX3K8Vmvas,tanboy kun,Ya Allah bang nikmat mana lagi coba yg kau dustakan itu sop iga bikin ngiler 🤤,-1,ya allah bang nikmat mana lagi coba yg kau dustakan itu sop iga bikin ngiler,ya allah bang nikmat mana lagi coba yg kau dusta itu sop iga bikin ngiler,"['ya', 'allah', 'bang', 'nikmat', 'mana', 'lagi', 'coba', 'yg', 'kau', 'dustakan', 'itu', 'sop', 'iga', 'bikin', 'ngiler']",15,78
MkX3K8Vmvas,tanboy kun,Cobain maidahhh,-1,cobain maidahhh,cobain maidahhh,"['cobain', 'maidahhh']",2,15
MkX3K8Vmvas,tanboy kun,Makanan setiap gajian para pekerja pabrik🎉🎉🎉🎉,-1,makanan setiap gajian para pekerja pabrik,makan tiap gaji para kerja pabrik,"['makanan', 'setiap', 'gajian', 'para', 'pekerja', 'pabrik']",6,45
MkX3K8Vmvas,tanboy kun,Dah pernh dulu sering mkn disana.mantap. 1 porsi bisa buat 2 orang,-1,dah pernh dulu sering mkn disana mantap i porsi bisa buat 2 orang,dah pernh dulu sering mkn sana mantap i porsi bisa buat 2 orang,"['dah', 'pernh', 'dulu', 'sering', 'mkn', 'disana', 'mantap', 'i', 'porsi', 'bisa', 'buat', '2', 'orang']",13,66
MkX3K8Vmvas,tanboy kun,2017-2019 sering beli 😂,-1,2oit 2oi9 sering beli,2oit 2oi9 sering beli,"['2oit', '2oi9', 'sering', 'beli']",4,23
MkX3K8Vmvas,tanboy kun,asam lambung gw ngumpet liat ini,-1,asam lambung gw ngumpet liat ini,asam lambung gw ngumpet liat ini,"['asam', 'lambung', 'gw', 'ngumpet', 'liat', 'ini']",6,32
MkX3K8Vmvas,tanboy kun,Dikit ajh lagi diet😹,-1,dikit ajh lagi diet,dikit ajh lagi diet,"['dikit', 'ajh', 'lagi', 'diet']",4,20
MkX3K8Vmvas,tanboy kun,Sop janda disentul juga enak &amp; tempatnya rame banget,-1,sop janda disentul juga enak amp tempatnya rame banget,sop janda sentul juga enak amp tempat rame banget,"['sop', 'janda', 'disentul', 'juga', 'enak', 'amp', 'tempatnya', 'rame', 'banget']",9,56
MkX3K8Vmvas,tanboy kun,mpo Darmi,-1,mpo darmi,mpo darmi,"['mpo', 'darmi']",2,9
MkX3K8Vmvas,tanboy kun,lucu ibunya klo ngomong,-1,lucu ibunya klo ngomong,lucu ibu klo ngomong,"['lucu', 'ibunya', 'klo', 'ngomong']",4,23
MkX3K8Vmvas,tanboy kun,Ngilerrr😂,-1,ngilerrr,ngilerrr,['ngilerrr'],1,9
MkX3K8Vmvas,tanboy kun,Bekasi ini?,-1,bekasi ini,bekas ini,"['bekasi', 'ini']",2,11
MkX3K8Vmvas,tanboy kun,Aq mkan sop Janda di Kalimalang...,-1,aq mkan sop janda di kalimalang,aq mkan sop janda di kalimalang,"['aq', 'mkan', 'sop', 'janda', 'di', 'kalimalang']",6,34
MkX3K8Vmvas,tanboy kun,"<a href=""https://www.youtube.com/watch?v=MkX3K8Vmvas&amp;t=113"">1:53</a> diet nasi dikit nya bang bara itu seperti porsi makan besar ku😂",-1,a href diet nasi dikit nya bang bara itu seperti porsi makan besar ku,a href diet nasi dikit nya bang bara itu seperti porsi makan besar ku,"['a', 'href', 'diet', 'nasi', 'dikit', 'nya', 'bang', 'bara', 'itu', 'seperti', 'porsi', 'makan', 'besar', 'ku']",14,136
MkX3K8Vmvas,tanboy kun,Bang tips biar ga gampang mencret,-1,bang tips biar ga gampang mencret,bang tips biar ga gampang mencret,"['bang', 'tips', 'biar', 'ga', 'gampang', 'mencret']",6,33
MkX3K8Vmvas,tanboy kun,"Masyaallah,kayaknya enaaaaak bangeet,jadi lapeeer..",-1,masyaallah kayaknya enaaaaak bangeet jadi lapeeer,masyaallah kayak enaaaaak bangeet jadi lapeeer,"['masyaallah', 'kayaknya', 'enaaaaak', 'bangeet', 'jadi', 'lapeeer']",6,51
MkX3K8Vmvas,tanboy kun,Mantap,-1,mantap,mantap,['mantap'],1,6
MkX3K8Vmvas,tanboy kun,jadi lapeer gw liatnya,-1,jadi lapeer gw liatnya,jadi lapeer gw liat,"['jadi', 'lapeer', 'gw', 'liatnya']",4,22
MkX3K8Vmvas,tanboy kun,"ini beneran enakkkk, tp kolesterol menjerit tiap makan ini 🤣",-1,ini beneran enakkkk tp kolesterol menjerit tiap makan ini,ini beneran enakkkk tp kolesterol jerit tiap makan ini,"['ini', 'beneran', 'enakkkk', 'tp', 'kolesterol', 'menjerit', 'tiap', 'makan', 'ini']",9,60
MkX3K8Vmvas,tanboy kun,Makin mahal dah😭,-1,makin mahal dah,makin mahal dah,"['makin', 'mahal', 'dah']",3,16
MkX3K8Vmvas,tanboy kun,Cuma bisa nelen ludah😩,-1,cuma bisa nelen ludah,cuma bisa nelen ludah,"['cuma', 'bisa', 'nelen', 'ludah']",4,22
MkX3K8Vmvas,tanboy kun,Ga pernah ga ngiler😭,-1,ga pernah ga ngiler,ga pernah ga ngiler,"['ga', 'pernah', 'ga', 'ngiler']",4,20
MkX3K8Vmvas,tanboy kun,jadi pgn kerja lg dipt dulu tiap sarapan mkannya ini dr harga msh 45😓 emg seenak ituu,-1,jadi pgn kerja lg dipt dulu tiap sarapan mkannya ini dr harga msh as emg seenak ituu,jadi pgn kerja lg dipt dulu tiap sarap mkannya ini dr harga msh as emg enak ituu,"['jadi', 'pgn', 'kerja', 'lg', 'dipt', 'dulu', 'tiap', 'sarapan', 'mkannya', 'ini', 'dr', 'harga', 'msh', 'as', 'emg', 'seenak', 'ituu']",17,85
MkX3K8Vmvas,tanboy kun,Cobain ayam penyet uncle di bintro bang... loe kan katanya suka pedes,-1,cobain ayam penyet uncle di bintro bang loe kan katanya suka pedes,cobain ayam penyet uncle di bintro bang loe kan kata suka pedes,"['cobain', 'ayam', 'penyet', 'uncle', 'di', 'bintro', 'bang', 'loe', 'kan', 'katanya', 'suka', 'pedes']",12,69
MkX3K8Vmvas,tanboy kun,Ngilerrrr😢,-1,ngilerrrr,ngilerrrr,['ngilerrrr'],1,10
MkX3K8Vmvas,tanboy kun,Bagus untuk kontennya,-1,bagus untuk kontennya,bagus untuk konten,"['bagus', 'untuk', 'kontennya']",3,21
MkX3K8Vmvas,tanboy kun,Masih yang terbaik ❤𝑮𝑨𝑳𝑨𝑻𝑨𝑴𝑨88❤,-1,masih yang terbaik galatama88,masih yang baik galatama88,"['masih', 'yang', 'terbaik', 'galatama88']",4,31
MkX3K8Vmvas,tanboy kun,"Biasa beli sop Janda ini 2 porsi dibungkus(pedas &amp; tidak pedas) biar dapet extra kuah, bisa makan buat 2 hari 😅😅😅.<br>Ini 3 porsi dilibas sendiri sekaligus.",-1,biasa beli sop janda ini 2 porsi dibungkus pedas amp tidak pedas biar dapet extra kuah bisa makan buat 2 hari br ini e porsi dilibas sendiri sekaligus,biasa beli sop janda ini 2 porsi bungkus pedas amp tidak pedas biar dapet extra kuah bisa makan buat 2 hari br ini e porsi libas sendiri sekaligus,"['biasa', 'beli', 'sop', 'janda', 'ini', '2', 'porsi', 'dibungkus', 'pedas', 'amp', 'tidak', 'pedas', 'biar', 'dapet', 'extra', 'kuah', 'bisa', 'makan', 'buat', '2', 'hari', 'br', 'ini', 'e', 'porsi', 'dilibas', 'sendiri', 'sekaligus']",28,160
MkX3K8Vmvas,tanboy kun,terkenal seantero bekasi dan kabupaten.. emang enak si cm jgn dateng saat jam makan siang. antri bgt..,-1,terkenal seantero bekasi dan kabupaten emang enak si cm jgn dateng saat jam makan siang antri bgt,kenal antero bekas dan kabupaten emang enak si cm jgn dateng saat jam makan siang antri bgt,"['terkenal', 'seantero', 'bekasi', 'dan', 'kabupaten', 'emang', 'enak', 'si', 'cm', 'jgn', 'dateng', 'saat', 'jam', 'makan', 'siang', 'antri', 'bgt']",17,102
MkX3K8Vmvas,tanboy kun,"harga segitu gw cuma bisa makan hanya sebulan sekali njirr, kalau lebih mahal mah gw pindah haluan",-1,harga segitu gw cuma bisa makan hanya sebulan sekali njirr kalau lebih mahal mah gw pindah haluan,harga segitu gw cuma bisa makan hanya bulan sekali njirr kalau lebih mahal mah gw pindah haluan,"['harga', 'segitu', 'gw', 'cuma', 'bisa', 'makan', 'hanya', 'sebulan', 'sekali', 'njirr', 'kalau', 'lebih', 'mahal', 'mah', 'gw', 'pindah', 'haluan']",17,98
MkX3K8Vmvas,tanboy kun,Pertama kesitu msh harga 50 terakhir x kstu 55 sekarang dah 60 yah😅,-1,pertama kesitu msh harga so terakhir x kstu ss sekarang dah 6o yah,pertama kesitu msh harga so akhir x kstu ss sekarang dah 6o yah,"['pertama', 'kesitu', 'msh', 'harga', 'so', 'terakhir', 'x', 'kstu', 'ss', 'sekarang', 'dah', '6o', 'yah']",13,67
MkX3K8Vmvas,tanboy kun,"Lihat MakanNya Uenak Nikmat Buangettt... Jadi Ngiler Nonton Nya 👍🏻😋 sehat Terus AbangNya,, Sukses Selalu",-1,lihat makannya uenak nikmat buangettt jadi ngiler nonton nya sehat terus abangnya sukses selalu,lihat makan uenak nikmat buangettt jadi ngiler nonton nya sehat terus abang sukses selalu,"['lihat', 'makannya', 'uenak', 'nikmat', 'buangettt', 'jadi', 'ngiler', 'nonton', 'nya', 'sehat', 'terus', 'abangnya', 'sukses', 'selalu']",14,104
MkX3K8Vmvas,tanboy kun,Ada juga yg bilang sop janda itu Jawa Sunda,-1,ada juga yg bilang sop janda itu jawa sunda,ada juga yg bilang sop janda itu jawa sunda,"['ada', 'juga', 'yg', 'bilang', 'sop', 'janda', 'itu', 'jawa', 'sunda']",9,43
MkX3K8Vmvas,tanboy kun,"Inget zaman ngerantau di cikarang,, pernah beli dan enakkkk",-1,inget zaman ngerantau di cikarang pernah beli dan enakkkk,inget zaman ngerantau di cikarang pernah beli dan enakkkk,"['inget', 'zaman', 'ngerantau', 'di', 'cikarang', 'pernah', 'beli', 'dan', 'enakkkk']",9,59
MkX3K8Vmvas,tanboy kun,"Bekasi wong tuban hadir , mantab sampe kecikarang , mmng mantab sy jg pernah nyobain pencinta pedes jg , waktu itu 1 porsi masih 50rb , skrg SDH 60, cmn kayak nya selevel Tan boy makan cabe segitu kurang banyak deh &#39; tapi mmng mantab seger dan pedas 👍",-1,bekasi wong tuban hadir mantab sampe kecikarang mmng mantab sy jg pernah nyobain pencinta pedes jg waktu itu i porsi masih sorb skrg sdh 6o cmn kayak nya selevel tan boy makan cabe segitu kurang banyak deh tapi mmng mantab seger dan pedas,bekas wong tuban hadir mantab sampe kecikarang mmng mantab sy jg pernah nyobain cinta pedes jg waktu itu i porsi masih sorb skrg sdh 6o cmn kayak nya level tan boy makan cabe segitu kurang banyak deh tapi mmng mantab seger dan pedas,"['bekasi', 'wong', 'tuban', 'hadir', 'mantab', 'sampe', 'kecikarang', 'mmng', 'mantab', 'sy', 'jg', 'pernah', 'nyobain', 'pencinta', 'pedes', 'jg', 'waktu', 'itu', 'i', 'porsi', 'masih', 'sorb', 'skrg', 'sdh', '6o', 'cmn', 'kayak', 'nya', 'selevel', 'tan', 'boy', 'makan', 'cabe', 'segitu', 'kurang', 'banyak', 'deh', 'tapi', 'mmng', 'mantab', 'seger', 'dan', 'pedas']",43,255
MkX3K8Vmvas,tanboy kun,"ini asli enak bener, 1 porsi bisa bikin kenyang seharian,,,",-1,ini asli enak bener i porsi bisa bikin kenyang seharian,ini asli enak bener i porsi bisa bikin kenyang hari,"['ini', 'asli', 'enak', 'bener', 'i', 'porsi', 'bisa', 'bikin', 'kenyang', 'seharian']",10,59
MkX3K8Vmvas,tanboy kun,Trakhir makan ini pas 2014 hrganya masih 40rban.. Bneran emg enak bgt. Anak2 pt cikarang pasti pernah kesitu. Warungnya jg masih sama ky dulu.. Jd kangen kstu lg,-1,trakhir makan ini pas 2oia hrganya masih aorban bneran emg enak bgt anak2 pt cikarang pasti pernah kesitu warungnya jg masih sama ky dulu jd kangen kstu lg,trakhir makan ini pas 2oia hrganya masih aorban bneran emg enak bgt anak2 pt cikarang pasti pernah kesitu warung jg masih sama ky dulu jd kangen kstu lg,"['trakhir', 'makan', 'ini', 'pas', '2oia', 'hrganya', 'masih', 'aorban', 'bneran', 'emg', 'enak', 'bgt', 'anak2', 'pt', 'cikarang', 'pasti', 'pernah', 'kesitu', 'warungnya', 'jg', 'masih', 'sama', 'ky', 'dulu', 'jd', 'kangen', 'kstu', 'lg']",28,161
MkX3K8Vmvas,tanboy kun,Udah pernah nyoba di cikarang enak bgtttt,-1,udah pernah nyoba di cikarang enak bgtttt,udah pernah nyoba di cikarang enak bgtttt,"['udah', 'pernah', 'nyoba', 'di', 'cikarang', 'enak', 'bgtttt']",7,41
MkX3K8Vmvas,tanboy kun,Mending Janda atau Perawatan nihh 🗿🙏,-1,mending janda atau perawatan nihh,mending janda atau awat nihh,"['mending', 'janda', 'atau', 'perawatan', 'nihh']",5,36
MkX3K8Vmvas,tanboy kun,Mangane sakmunu kyok blawong waeee😮,-1,mangane sakmunu kyok blawong waeee,mangane sakmunu kyok blawong waeee,"['mangane', 'sakmunu', 'kyok', 'blawong', 'waeee']",5,35
MkX3K8Vmvas,tanboy kun,Selalu nagih anget-anget di tambah pedass mantappp,-1,selalu nagih anget anget di tambah pedass mantappp,selalu nagih anget anget di tambah pedass mantappp,"['selalu', 'nagih', 'anget', 'anget', 'di', 'tambah', 'pedass', 'mantappp']",8,50
MkX3K8Vmvas,tanboy kun,Kenapa masakan pedas selalu menjadi juaranya orang indonesia,-1,kenapa masakan pedas selalu menjadi juaranya orang indonesia,kenapa masakan pedas selalu jadi juara orang indonesia,"['kenapa', 'masakan', 'pedas', 'selalu', 'menjadi', 'juaranya', 'orang', 'indonesia']",8,60
MkX3K8Vmvas,tanboy kun,Jadi Kangen Masak Bunda Yang pedesnya luar binasa hehehe,-1,jadi kangen masak bunda yang pedesnya luar binasa hehehe,jadi kangen masak bunda yang pedesnya luar binasa hehehe,"['jadi', 'kangen', 'masak', 'bunda', 'yang', 'pedesnya', 'luar', 'binasa', 'hehehe']",9,56
