video_id,channel_name,komentar
MkX3K8Vmvas,tanboy kun,yang setuju ke 🔥𝑮𝑨𝑳𝑨𝑻𝑨𝑴𝑨88🔥
MkX3K8Vmvas,tanboy kun,makan sop daging janda enaknya di 🔥𝑮𝑨𝑳𝑨𝑻𝑨𝑴𝑨88🔥
MkX3K8Vmvas,tanboy kun,keren banget kaya siapa lagi kalo bukan  ❤GALATAMA88 ❤
MkX3K8Vmvas,tanboy kun,baguss banget ya kaya di  ❤GALATAMA88 ❤
MkX3K8Vmvas,tanboy kun,waduhh gawat ini mah keren banget kaya ❤GALATAMA88 ❤
MkX3K8Vmvas,tanboy kun,bagus banget nih sama kaya ❤GALATAMA88 ❤
MkX3K8Vmvas,tanboy kun,cakepn nyooo sama kaya ❤GALATAMA88 ❤
MkX3K8Vmvas,tanboy kun,yg setuju nyobain tongseng nyambik
MkX3K8Vmvas,tanboy kun,"INI HP GAK NGOTAK!! Disponsorin langsung sama ♛𝗣𝗦𝗧𝗢𝗧𝗢𝟵𝟵 ♛ , auto jadi sultan mendadak 😭📱🔥"
MkX3K8Vmvas,tanboy kun,Klo inget sop janda cikarang jdi inget dlu kerja di pt cikarang 2017  stiap ada yg perpanjang kontra k ada yg traktir sop janda😂...
MkX3K8Vmvas,tanboy kun,Orang ini udah membantu bencana di sumatra dan aceh belum
MkX3K8Vmvas,tanboy kun,Udah pernah 4 kali ke sini emg enak bgt sihh dagingnya empuk parah 👌👌👌
MkX3K8Vmvas,tanboy kun,Emang bikin ngiler nih SOP janda ini
MkX3K8Vmvas,tanboy kun,"Ndeh.. ang yuang...<br>Kampuang ang kanai bencana,,, ang mangonten ka mangonten juo lai...<br>Jalang lah kampuang ang tu,,, tolong lah dunsanak² ang nan kanai bencana...😢"
MkX3K8Vmvas,tanboy kun,Darminya temen ku.. Ini mamahnya.<br>Jualannya gapernah sampe sore atau malem. Karena siang juga suka udah abis. Saking banyak peminatnya
MkX3K8Vmvas,tanboy kun,Ini yg deket lampu merah ps gombong ya?
MkX3K8Vmvas,tanboy kun,Keluar aja lu di yutub makan kok kayak gitu Engak cocok lu makan begi tuan memang anjay  kau ya
MkX3K8Vmvas,tanboy kun,Kayak orang engak tau makan aja rakus lu
MkX3K8Vmvas,tanboy kun,Kuahnya tipikal masih bisa dinikmati walaupun pedes menurut gue yg udah pernah coba. Enak kok
MkX3K8Vmvas,tanboy kun,"Ini sop terenak di cikarang,blm ada yg ngalahiin"
MkX3K8Vmvas,tanboy kun,Akhirnya Tanboy Kun ke Cikarang juga nyobaom sop janda ibu darmi
MkX3K8Vmvas,tanboy kun,warga bekasiii absen😊
MkX3K8Vmvas,tanboy kun,"Samping kawasan MM2100<br>Di foodcourt kawasan ada sop emak, dekat situ ngga terlalu gurih👍"
MkX3K8Vmvas,tanboy kun,Kabita ih🤤🤤
MkX3K8Vmvas,tanboy kun,"disitu ada 2 sop janda, pok darmi sama ibu fahru. nah ciri khas pok darmi pake kalung sama gelang emas beratnya sekilo sendiri. 😂"
MkX3K8Vmvas,tanboy kun,Jadi laper gw bang😢
MkX3K8Vmvas,tanboy kun,"Wahhh....itu emang mantab bang 😊😊😊 1 bungkus bisa buat 3 orang lokasi yang di Cikarang,SOP janda ORI itu"
MkX3K8Vmvas,tanboy kun,Sopnyaa anak² PT di Cikarang😂
MkX3K8Vmvas,tanboy kun,𝒘𝒊𝒇𝒊𝟒𝒅 𝒏𝒈𝒆𝒈𝒂𝒔 𝒎𝒆𝒏𝒆𝒓𝒖𝒔 𝒄𝒖𝒌𝒌 💥💸 𝒉𝒂𝒕𝒊 𝒈𝒂 𝒌𝒖𝒂𝒕 😭
MkX3K8Vmvas,tanboy kun,Sektikaa gw nelennn liurrrr🥲🥲🥲
MkX3K8Vmvas,tanboy kun,"Cabai rawit kalo direbus bikin perut mules, lebih mudah sakit perut"
MkX3K8Vmvas,tanboy kun,Mkan Mulu donasi dong warga loh lgi kna bncana
MkX3K8Vmvas,tanboy kun,Langganan aku sm suamii😁
MkX3K8Vmvas,tanboy kun,"Ini enak bnget, rasaya seger berdaging 👍👍👍"
MkX3K8Vmvas,tanboy kun,dikit ya bang ambil nasinya wkwk
MkX3K8Vmvas,tanboy kun,nelan air liur aku tu
MkX3K8Vmvas,tanboy kun,Yg jual janda gess😂
MkX3K8Vmvas,tanboy kun,Ngiler 🤤🤤
MkX3K8Vmvas,tanboy kun,Mantap bang
MkX3K8Vmvas,tanboy kun,"Ternyata daging sapi, gua kira beneran daging janda"
MkX3K8Vmvas,tanboy kun,Nonton ini sambil makan pop mie😭
MkX3K8Vmvas,tanboy kun,Huhuy SOP janda 🔥🔥
MkX3K8Vmvas,tanboy kun,"dilain sisi di sini orang padang makan enak, yg disana gatau bisa makan apa engga 🥹"
MkX3K8Vmvas,tanboy kun,"Dua hari yg lalu makan sop iga, enak banyak, perkiraan ku minimal Rp 40000, pas bayar Rp 25000. Kayak gimana gitu loh,  kok bisa semurah itu"
MkX3K8Vmvas,tanboy kun,Tanboykun bilang gak terlalu pedes kok aku gak percaya ya 😅
MkX3K8Vmvas,tanboy kun,Di sentul ada tau
MkX3K8Vmvas,tanboy kun,itu daging apa kak?
MkX3K8Vmvas,tanboy kun,Nasi sedikit versi bg tanboy🤣
MkX3K8Vmvas,tanboy kun,Bara senyam senyum tanda beneran enak banget itu
MkX3K8Vmvas,tanboy kun,"Beli sop janda dsini dari harga 40rb<br>Lupa taun brp,dan sampai sekarang blum nemu yg rasanya seenak ini"
MkX3K8Vmvas,tanboy kun,Cobain sego pecel mbak lastri pondok kelapa bang tanboy
MkX3K8Vmvas,tanboy kun,Bang bantu sumbar
MkX3K8Vmvas,tanboy kun,deket rumah nih
MkX3K8Vmvas,tanboy kun,salut sama tamboy kun...beberapa porsi di pesan abis...kami yg nnton juga ikut ngiler..<br>bedalah sama yutuber kere ...palingan pesan 1 porsi aja...wkwkwkwkwk 😅😅😅
MkX3K8Vmvas,tanboy kun,"Otw tongseng ibu cawet <a href=""http://www.youtube.com/results?search_query=%23ibu"">#ibu</a> soleh"
MkX3K8Vmvas,tanboy kun,restoran khas orang dewasa tidak di anjurkan untuk anak2
MkX3K8Vmvas,tanboy kun,Tanpa cabang otentik rasa  pasti
MkX3K8Vmvas,tanboy kun,Sip
MkX3K8Vmvas,tanboy kun,"ada aja gebrakannya, luar biasa kreatif... keren lah dunia kuliner indonesia"
MkX3K8Vmvas,tanboy kun,"Ngiler banget bang,<br>Kalou deket dah q langsung makan di situ"
MkX3K8Vmvas,tanboy kun,"Saya udah duluan mkn itu SOP janda,nampol rasa nya"
MkX3K8Vmvas,tanboy kun,Coba tongseng kambing Bu Sholeh bang😅😅
MkX3K8Vmvas,tanboy kun,Ngilerr bgttt
MkX3K8Vmvas,tanboy kun,Bang ke Pemalang cobain grombyang
MkX3K8Vmvas,tanboy kun,"Pas liat judul gua langsung bebered mau otw , pasliat vidio ternyata daging iga , g jdi dah berangkat"
MkX3K8Vmvas,tanboy kun,"Termasuk murah sih 60rb semangkok full. Iga nya lumayan bnyk daging nya. Lah di sinih 1porsi murah 20k. Tp iga nya 1 doang itupun ga berdaging, jd cmn mkn tulang 😅"
MkX3K8Vmvas,tanboy kun,"gile ampe dibungkus wkwkwkwkw<br>2013 harganya masih 23rb, anaknya masih gadis, sekarang udah punya cucu :D<br>cepet banget waktu berlalu"
MkX3K8Vmvas,tanboy kun,Kan maen ema kita ini..<br>Makin terkenal aja..
MkX3K8Vmvas,tanboy kun,mami darmi😍
MkX3K8Vmvas,tanboy kun,Ngiler mau coba
MkX3K8Vmvas,tanboy kun,"“Yang lain cuma janji, GELORA4D kasih bukti—gacor tiap hari!”"
MkX3K8Vmvas,tanboy kun,Ngiler bgt tolooooong😭😭😭😭
MkX3K8Vmvas,tanboy kun,Seriusan 60ribu/porsi sebanyak &amp; segede itu dagingnya? ngiler banget...<br>apa khusus youtuber seporsi sebanyak itu?
MkX3K8Vmvas,tanboy kun,Nasi nya dikit aja yh🗿
MkX3K8Vmvas,tanboy kun,Kangen cikarang.......
MkX3K8Vmvas,tanboy kun,"Ngiler... akibatnya aku jd beli sop iga deket rumah😅 kebetulan juga udah lama g makan... tinggal tambahin cabe rawit juga biar agak mirip sama yg dmakan Bara hehe.. BTW, semoga lekas pulih saudara setanah airku yg lagi kebanjiran dimanapun, khususnya yg paling parah d berita adl Sumatera dan Aceh🙏"
MkX3K8Vmvas,tanboy kun,Mantap bang itu seporsi 60rb😅
MkX3K8Vmvas,tanboy kun,Lu sibuk ngonten cari duit mulu pergi ke sumut kaya pras teguh lu kan orang sumatra bar barra….setidaknya lah
MkX3K8Vmvas,tanboy kun,"Gw kalo tinggal deket situ keknya bakal pesen terus ,enak banget soalnya ges"
MkX3K8Vmvas,tanboy kun,Aku kok kalau habis makan sop yg berlemak gitu. Malemnya badan berasa pegel2 kenapa yaaa😭😭
MkX3K8Vmvas,tanboy kun,Bng bara ga ke Sumut kah
MkX3K8Vmvas,tanboy kun,"itu yg ceraiin ibuk nya menangis di pojokan sih, anaknya pas masih bayi di tinggal lakiknya, sekarang makin sukses ni ibuk gokil buk, semangat terus bukk👍👍"
MkX3K8Vmvas,tanboy kun,"dulu pas kerja di MM2100, hampir tiap hari makan disitu. Boncos juga buat uang makan siang tapi yang lebih parah, kerja 2 tahun, berat badan langsung naik 20 kg"
MkX3K8Vmvas,tanboy kun,Haaah SOP daging janda ?
MkX3K8Vmvas,tanboy kun,nyimak
MkX3K8Vmvas,tanboy kun,Ibu nya asyikkkk😂..
MkX3K8Vmvas,tanboy kun,Ini SOP janda yg asli Deket kawasan mm 2100 Cibitung belakangnya klo ada SOP janda yg lain itu palsu cuma ngikutin ja
MkX3K8Vmvas,tanboy kun,Tongseng apa sop sich?
MkX3K8Vmvas,tanboy kun,Diet😧😧
MkX3K8Vmvas,tanboy kun,Makan jarang&quot; ada Greenscreen nya bng
MkX3K8Vmvas,tanboy kun,"Iyaa Bu iyaa, gelang sama kalung nya emas semua  <br><br>Berapa kilo itu Bu? <br><br>Roman nya mesti ke shoot tu gelang"
MkX3K8Vmvas,tanboy kun,Yang terbaik cuman di ⚡️𝘼𝙣𝙖𝙗𝙪𝙡𝙗𝙚𝙩⚡️
MkX3K8Vmvas,tanboy kun,Sop janda emang the best
MkX3K8Vmvas,tanboy kun,Pernah makan disini.. Emang mantep siih 😂 1 porsi bisa dimakan sama 2 orang
MkX3K8Vmvas,tanboy kun,Yg kerjanya sekitaran kawasan industri MM2100 Cibitung pasti apal tempat ini. Terakhir makan msh 45rb. Skrg udh 60rb.<br><br>Selain sopnya yg spesial juga kasirnya. Anaknya si mami yg perempuan 😂😂
MkX3K8Vmvas,tanboy kun,BESARKAN LAGI MUSIKNYA YA😂
MkX3K8Vmvas,tanboy kun,B aja rasanya
MkX3K8Vmvas,tanboy kun,"Makanan para kuli&quot; mm2100 nihh, udah langganan dari 2015😁"
MkX3K8Vmvas,tanboy kun,Gacoan level max bang
MkX3K8Vmvas,tanboy kun,kapan kapan kesini ah
MkX3K8Vmvas,tanboy kun,Mukbang ditemani green screen 😅
MkX3K8Vmvas,tanboy kun,11 12 kah sama sop janda ibu farhu ?
MkX3K8Vmvas,tanboy kun,ngilerrr cuyyy
MkX3K8Vmvas,tanboy kun,Wuihhh ..mantapp lurrr❤
MkX3K8Vmvas,tanboy kun,"Nostalgia bgt liatnya njir,dlu gw stiap abis gajian sebulan hampir 2x pasti lgsg mkan ksana .. <br>Gabakalan nyesel .."
MkX3K8Vmvas,tanboy kun,benerrr gak ada obat sop jandanya bikinn keleyengan enaknya biken ke inget trosssss....
MkX3K8Vmvas,tanboy kun,mantappp😍🤤
MkX3K8Vmvas,tanboy kun,Baru tau bang ada namanya Garam Sendawa😭
MkX3K8Vmvas,tanboy kun,"ngiler banget liatnya, kayaknya enak banget dah. gorengannya juga menarik🤤"
MkX3K8Vmvas,tanboy kun,"Pernah makan itu , dibawain saudara.cabenya Horooor."
MkX3K8Vmvas,tanboy kun,Aku sering beli sebulan bisa 3x 😂 lebih mantep porsi nya kalo bungkus.. Beeuhh
MkX3K8Vmvas,tanboy kun,Dekat kampung sy nie SOP jande Bu Darmi <br>Klw beli d BW pulang porsi Nye bdaa  buanyak bgt seporsi Nye smp 7 8  potong dan ad KY tetelan juga kuah Nye juga buanyak bgt pas d tuangin ke baskom banyak  waaw👍
MkX3K8Vmvas,tanboy kun,dIET TAMBOY SEGITU ?
MkX3K8Vmvas,tanboy kun,Ekspresi mukanya bikin ngakak anjir😂
MkX3K8Vmvas,tanboy kun,"di daerah BSD ada bang tanboy, sop Djanda &amp; maranggi Ma’idah"
MkX3K8Vmvas,tanboy kun,Memang TBK ahli.. salah satu resep nya Sop Janda memang Cuka segabrek2...
MkX3K8Vmvas,tanboy kun,Cobain hana o bento di perumahan batara cisoka bang coba katsunya mantap apalagi masih panas beuhhh
MkX3K8Vmvas,tanboy kun,"jenis sop kesukaan gw, kalau keluarga di lampung tiap idul adha selalu masak ini"
MkX3K8Vmvas,tanboy kun,bikin ngileeerrr bang....
MkX3K8Vmvas,tanboy kun,Yang setuju mukbang kue ultah yang bertingkat 😊👍
MkX3K8Vmvas,tanboy kun,Terakhir mkn sop janda 2022 waktu masih di cikarang😂
MkX3K8Vmvas,tanboy kun,1
MkX3K8Vmvas,tanboy kun,ini yg langgananya megalodon ya wkwk
MkX3K8Vmvas,tanboy kun,Waduh bang saya cikarang nih kenapa ga ada info ke sana. Deket rumah saya ini bang😂
MkX3K8Vmvas,tanboy kun,Langganan pas kerja disitu kebetulan kosan juga deket situ<br>Dulu 2017 harganya masih 40ribu
MkX3K8Vmvas,tanboy kun,Pagi2 kalo abis shift malem.. Kalo ga lembur langsung makan sop janda😪😪.. Pusing pala..
MkX3K8Vmvas,tanboy kun,"Ya allah ngiler bgt, mana aku lgi hamil 😅"
MkX3K8Vmvas,tanboy kun,Sop janda bu darmi ya
MkX3K8Vmvas,tanboy kun,"Dari jamannya sekolah.. sampe sekarang udh punya 5 anak.. masih buka.. dari jamannya harga cm belasan rupiah, smpe harga 60rb masih suka beli disini.. ga buka cabang ya.."
MkX3K8Vmvas,tanboy kun,"Emang enak bang sop janda hu darmi, pinggir kawasan MM2100... <br>Suegeerrrrr"
MkX3K8Vmvas,tanboy kun,janda mana yang menyakitimu bang sampe dimakan
MkX3K8Vmvas,tanboy kun,mantap
MkX3K8Vmvas,tanboy kun,Makan singkong 6KG😂
MkX3K8Vmvas,tanboy kun,Kalau ade sambel kicap marem 😋
MkX3K8Vmvas,tanboy kun,ngeri amat makan daging janda
MkX3K8Vmvas,tanboy kun,Miris sih ngeliat lu makan kayak gak ada hari esok sementara saudara2 kita yg terkena musibah di 3 provinsi Sumatera tidak atau belum tentu bisa makan kayak elu. Gimana perasaan lu Kun?
MkX3K8Vmvas,tanboy kun,"Ketahuan banget kalo cabe nya gak di kunyah😂😂 ,, sukses sllu ngab"
MkX3K8Vmvas,tanboy kun,Tongseng bu soleh ngak si bang bara
MkX3K8Vmvas,tanboy kun,"Jadi, itu daging janda yg dikasih cabe rawit..? Daging bagian apa bang? (Bertanya dgn polos)"
MkX3K8Vmvas,tanboy kun,Kelihatan menggoda sekali 😊😊😊😊😊😊
MkX3K8Vmvas,tanboy kun,green screen bang..diedit belakangnya pantai😂
MkX3K8Vmvas,tanboy kun,kayanya cuman tanboykun yang makan kuah cabe ginian cabenya beneran dihabisin semua yang lain mah cuman pencitraan doang
MkX3K8Vmvas,tanboy kun,"Kok daging nya merah gitu ya,."
MkX3K8Vmvas,tanboy kun,Bagi yg baru tauu ini normal yaa 😂
MkX3K8Vmvas,tanboy kun,Udah lama bngt sampe kaget sekarang harga nya 60
MkX3K8Vmvas,tanboy kun,Bg collab sama zermatt neo yg mkan nasi kandar porsi brutallll
MkX3K8Vmvas,tanboy kun,60.000 segitu fullnya murah banget
MkX3K8Vmvas,tanboy kun,sop janda emang cocok porsinya buat makhluk kaya tanboy ini banyak banget gila 😅 .. terakhir ke sini 2018an harganya masih 35k
MkX3K8Vmvas,tanboy kun,SOP janda yg disini emang enak. saya dari jkrta kesini cuma mau beli SOP janda ini.
MkX3K8Vmvas,tanboy kun,"Daging sebanyak itu harusnya pke mangkok lbh gede sih, soalnya kuahnya itu yg bakal diseruput terus"
MkX3K8Vmvas,tanboy kun,Sop Janda Kaporit saya inih dari tahun 2000an sampe sekarang.dari harga 25 rebu sampe 60 rebu. mantul pisan pokonamah
MkX3K8Vmvas,tanboy kun,"PR untuk warungnya, hilangin lalatnya"
MkX3K8Vmvas,tanboy kun,Ini enak ges aseli porsinya banyak bisa buat dua orang
MkX3K8Vmvas,tanboy kun,gw nonton sambil puasa ngiler bet
MkX3K8Vmvas,tanboy kun,Disumatra cabe lagi mahal banget 😢
MkX3K8Vmvas,tanboy kun,Bang tamboy coba kolab sm si ratu cabe teh nenty<br>Pasti seru...
MkX3K8Vmvas,tanboy kun,bang ngalangin bang itu mangkok yg tengah
MkX3K8Vmvas,tanboy kun,Bang ajak king abdi lagi dong
MkX3K8Vmvas,tanboy kun,Sumatra barat kena bencana bro
MkX3K8Vmvas,tanboy kun,LAHH DEKET RUMAH SAYASA
MkX3K8Vmvas,tanboy kun,Yang jadi pertanyaan itu daging asli bener sapi apa dicampur yang lain😂 ko bisa semurah itu ya kalo di restoran bisa ratusan keknya😅
MkX3K8Vmvas,tanboy kun,Kaya daging manusia jirr😅😢
MkX3K8Vmvas,tanboy kun,Masakan itu KL di daerah ku nm nya Sayur Asem&quot;  Daging Sapi /. Ayam sm
MkX3K8Vmvas,tanboy kun,JANDA DI GOYANGG WKWKKWKW
MkX3K8Vmvas,tanboy kun,Bang cobain pempek mafia dong
MkX3K8Vmvas,tanboy kun,Nyatuan na Beki kuat Oge ieu budak
MkX3K8Vmvas,tanboy kun,Langganan saya ini mah
MkX3K8Vmvas,tanboy kun,wih mantap nyooj
MkX3K8Vmvas,tanboy kun,LANGGANAN KESITU TAPI PORSINYA GK GITU....
MkX3K8Vmvas,tanboy kun,"Kalau ke sana pagian jam 9an, masih blm rame, bisa dapat parkiran"
MkX3K8Vmvas,tanboy kun,"haha pernah liat wktu ke lokasinya ternyata lama juga yaaa,, harusnya sekalian cobain sopel nenek grandwisata bng sosis pedess"
MkX3K8Vmvas,tanboy kun,Green screen nya
MkX3K8Vmvas,tanboy kun,Skali2 ke bagian timur indonesia bg
MkX3K8Vmvas,tanboy kun,Bg cobain makanan yg lagi viral bg namanya ojen
MkX3K8Vmvas,tanboy kun,SOP janda yg udah bukan janda 😂
MkX3K8Vmvas,tanboy kun,Set ia ini di.rumahnya pak haji bonin ibu darmi
